threshold,accuracy,balanced_accuracy,precision_attack,recall_attack,f1_attack,f2_attack,specificity,false_positive_rate,false_negative_rate,roc_auc,pr_auc,matthews_correlation,true_negative,false_positive,false_negative,true_positive,errors
0.2,0.9979174625081638,0.9983489637000444,0.9922472764124651,0.9991835901622614,0.9957033534182493,0.9977885801053736,0.9975143372378276,0.0024856627621724367,0.0008164098377385448,0.9999442960907048,0.9998158301870348,0.9943395525110038,61400,153,16,19582,169
0.21000000000000002,0.9980160441645821,0.9983791688944073,0.992749581706637,0.9990815389325441,0.9959054957910531,0.997808693879631,0.9976767988562703,0.0023232011437297937,0.0009184610674558628,0.9999442960907048,0.9998158301870348,0.9946051210465703,61410,143,18,19580,161
0.22,0.998053012285739,0.9984035381371736,0.9929006085192698,0.9990815389325441,0.9959814843074419,0.9978392041748206,0.997725537341803,0.002274462658197001,0.0009184610674558628,0.9999442960907048,0.9998158301870348,0.9947051203755815,61413,140,18,19580,158
0.23,0.9980776576998435,0.9984023945725107,0.9930513288699533,0.9990305133176854,0.9960319479065981,0.9978289232274636,0.9977742758273358,0.002225724172664208,0.0009694866823145219,0.9999442960907048,0.9998158301870348,0.9947713499628998,61416,137,19,19579,156
0.24000000000000002,0.9980899804068958,0.9984105176534328,0.9931016992137967,0.9990305133176854,0.9960572838501259,0.9978390940503735,0.9977905219891801,0.002209478010819944,0.0009694866823145219,0.9999442960907048,0.9998158301870348,0.9948046955013246,61417,136,19,19579,155
0.25,0.9981023031139481,0.9984186407343549,0.9931520746677488,0.9990305133176854,0.9960826210826211,0.9978492650806271,0.9978067681510243,0.0021932318489756796,0.0009694866823145219,0.9999442960907048,0.9998158301870348,0.994838043304815,61418,135,19,19579,154
0.26,0.9980899804068958,0.9983931279269256,0.9931517272865622,0.9989794877028269,0.9960570832591387,0.9978084705162835,0.9978067681510243,0.0021932318489756796,0.001020512297173181,0.9999442960907048,0.9998158301870348,0.9948042553595282,61418,135,20,19578,155
0.27,0.9981515939421572,0.9984337433315362,0.9934036939313984,0.9989794877028269,0.9961837887345444,0.9978593272171253,0.9978879989602456,0.002112001039754358,0.001020512297173181,0.9999442960907048,0.9998158301870348,0.9949710339101496,61423,130,20,19578,150
0.28,0.9981885620633141,0.9984581125743026,0.9935549352956102,0.9989794877028269,0.9962598274940844,0.9978898437261078,0.9979367374457785,0.002063262554221565,0.001020512297173181,0.9999442960907048,0.9998158301870348,0.9950711282417511,61426,127,20,19578,147
0.29000000000000004,0.9982132074774186,0.9984569690096396,0.9937059032536419,0.9989284620879681,0.9963103386854627,0.9978795632715892,0.9979854759313113,0.0020145240686887723,0.00107153791203184,0.9999442960907048,0.9998158301870348,0.9951374672010045,61429,124,21,19577,145
0.3,0.9982132074774186,0.9984569690096396,0.9937059032536419,0.9989284620879681,0.9963103386854627,0.9978795632715892,0.9979854759313113,0.0020145240686887723,0.00107153791203184,0.9999442960907048,0.9998158301870348,0.9951374672010045,61429,124,21,19577,145
0.31,0.9982132074774186,0.9984569690096396,0.9937059032536419,0.9989284620879681,0.9963103386854627,0.9978795632715892,0.9979854759313113,0.0020145240686887723,0.00107153791203184,0.9999442960907048,0.9998158301870348,0.9951374672010045,61429,124,21,19577,145
0.32,0.9982255301844709,0.9984650920905618,0.993756345177665,0.9989284620879681,0.9963356913837854,0.9978897361660481,0.9980017220931555,0.001998277906844508,0.00107153791203184,0.9999442960907048,0.9998158301870348,0.9951708444296942,61430,123,21,19577,144
0.33,0.9982378528915232,0.9984732151714839,0.9938067922229554,0.9989284620879681,0.9963610453724203,0.9978999092679247,0.9980179682549998,0.0019820317450002438,0.00107153791203184,0.9999442960907048,0.9998158301870348,0.9952042239275292,61431,122,21,19577,143
0.34,0.9982378528915232,0.9984732151714839,0.9938067922229554,0.9989284620879681,0.9963610453724203,0.9978999092679247,0.9980179682549998,0.0019820317450002438,0.00107153791203184,0.9999442960907048,0.9998158301870348,0.9952042239275292,61431,122,21,19577,143
0.35000000000000003,0.9982748210126801,0.9984975844142503,0.9939581640942323,0.9989284620879681,0.9964371150811828,0.9979304298181225,0.9980667067405325,0.0019332932594674508,0.00107153791203184,0.9999442960907048,0.9998158301870348,0.9953043760387843,61434,119,21,19577,140
0.36000000000000004,0.9983117891338369,0.9985219536570167,0.9941095820850048,0.9989284620879681,0.9965131964063016,0.9979609522353061,0.9981154452260653,0.001884554773934658,0.00107153791203184,0.9999442960907048,0.9998158301870348,0.9954045485827094,61437,116,21,19577,137
